"Day","Hr Day","Time Date (MDY)","Route","Stop 1 Status","Stop 2 Status","Stop 3 Status","Stop 4 Status","Trip Id"
"T",9,20150113,"T-A4.1","Data Missing","Early","Early","Early","0"
"T",10,20150113,"T-A3.1","Delayed","Delayed","On Time","Delayed","1"
"T",9,20150113,"T-A4.1","Delayed","Early","Early","On Time","1"
"T",9,20150113,"T-A5.1","Early","Early","Early","Delayed","1"
"T",8,20150113,"T-A1.1","On Time","Delayed","On Time","Delayed","2"
"T",10,20150113,"T-A3.1","Delayed","Early","Early","Early","2"
"T",10,20150113,"T-A4.1","Delayed","Early","Early","Early","2"
"T",10,20150113,"T-A5.1","Delayed","On Time","On Time","Delayed","2"
"T",8,20150113,"T-A1.1","Delayed","On Time","Early","On Time","3"
"T",11,20150113,"T-A3.1","Delayed","Delayed","On Time","Delayed","3"
"T",11,20150113,"T-A4.1","Early","Early","Early","Early","3"
"T",11,20150113,"T-A5.1","Delayed","Early","Early","Early","3"
"T",9,20150113,"T-A1.1","Delayed","Delayed","On Time","Delayed","4"
"T",12,20150113,"T-A3.1","Delayed","On Time","Early","Delayed","4"
"T",12,20150113,"T-A4.1","Delayed","Early","Early","Early","4"
"T",11,20150113,"T-A5.1","Delayed","On Time","Early","Delayed","4"
"T",10,20150113,"T-A1.1","Delayed","Delayed","On Time","Delayed","5"
"T",12,20150113,"T-A3.1","Delayed","On Time","Early","Delayed","5"
"T",12,20150113,"T-A4.1","Delayed","Early","Early","Early","5"
"T",12,20150113,"T-A5.1","Delayed","Early","Early","Early","5"
"T",13,20150113,"T-A3.1","Delayed","Delayed","On Time","Delayed","6"
"T",13,20150113,"T-A4.1","Delayed","Early","Early","Delayed","6"
"T",13,20150113,"T-A5.1","Delayed","Early","Early","Data Missing","6"
"T",11,20150113,"T-A1.1","On Time","Delayed","On Time","Delayed","7"
"T",14,20150113,"T-A3.1","Delayed","On Time","Early","On Time","7"
"T",14,20150113,"T-A4.1","Delayed","Early","Early","Early","7"
"T",13,20150113,"T-A5.1","Delayed","Early","Early","Early","7"
"T",12,20150113,"T-A1.1","Delayed","Early","Early","Early","8"
"T",15,20150113,"T-A4.1","Delayed","Early","Early","On Time","8"
"T",14,20150113,"T-A5.1","On Time","On Time","Early","Delayed","8"
"T",15,20150113,"T-A5.1","Delayed","On Time","Early","Early","9"
"W",9,20150114,"W-A4.1","Data Missing","Early","Early","Early","0"
"W",8,20150114,"W-A2.1","Delayed","On Time","Early","Delayed","1"
"W",10,20150114,"W-A3.1","On Time","Delayed","On Time","Delayed","1"
"W",9,20150114,"W-A4.1","Delayed","Early","Early","On Time","1"
"W",9,20150114,"W-A5.1","Early","On Time","Early","Delayed","1"
"W",8,20150114,"W-A2.1","On Time","Early","Early","Early","2"
"W",10,20150114,"W-A3.1","Delayed","Early","Early","Early","2"
"W",10,20150114,"W-A4.1","Delayed","Early","Early","Early","2"
"W",10,20150114,"W-A5.1","Delayed","Delayed","On Time","Delayed","2"
"W",8,20150114,"W-A1.1","Delayed","Delayed","On Time","Delayed","3"
"W",9,20150114,"W-A2.1","Delayed","On Time","Early","On Time","3"
"W",11,20150114,"W-A3.1","Delayed","On Time","On Time","Delayed","3"
"W",11,20150114,"W-A4.1","Early","Early","Early","Early","3"
"W",11,20150114,"W-A5.1","Delayed","On Time","Early","Early","3"
"W",8,20150114,"W-A1.1","Delayed","On Time","Early","On Time","4"
"W",10,20150114,"W-A2.1","Delayed","Delayed","On Time","Delayed","4"
"W",12,20150114,"W-A3.1","Delayed","On Time","Early","Delayed","4"
"W",12,20150114,"W-A4.1","Delayed","Early","Early","Early","4"
"W",11,20150114,"W-A5.1","On Time","Early","Early","On Time","4"
"W",9,20150114,"W-A1.1","Delayed","On Time","Early","On Time","5"
"W",10,20150114,"W-A2.1","Delayed","Early","Early","Early","5"
"W",12,20150114,"W-A3.1","Delayed","On Time","Early","Early","5"
"W",12,20150114,"W-A4.1","Delayed","Data Missing","Early","Delayed","5"
"W",12,20150114,"W-A5.1","Delayed","Early","Early","Early","5"
"W",10,20150114,"W-A1.1","Delayed","Delayed","On Time","Delayed","6"
"W",13,20150114,"W-A3.1","Delayed","Delayed","Delayed","Delayed","6"
"W",13,20150114,"W-A4.1","Delayed","On Time","Early","Delayed","6"
"W",13,20150114,"W-A5.1","Delayed","On Time","Early","Delayed","6"
"W",11,20150114,"W-A1.1","Delayed","Delayed","Early","Delayed","7"
"W",14,20150114,"W-A3.1","Delayed","Delayed","Early","Delayed","7"
"W",14,20150114,"W-A4.1","Delayed","Early","Early","Early","7"
"W",13,20150114,"W-A5.1","Delayed","Early","Early","Early","7"
"W",11,20150114,"W-A1.1","Delayed","Delayed","On Time","Delayed","8"
"W",15,20150114,"W-A3.1","Delayed","On Time","Early","On Time","8"
"W",15,20150114,"W-A4.1","Delayed","On Time","Early","Delayed","8"
"W",14,20150114,"W-A5.1","Delayed","Delayed","On Time","Delayed","8"
"W",12,20150114,"W-A1.1","Delayed","On Time","Early","Delayed","9"
"W",15,20150114,"W-A5.1","Delayed","On Time","Early","On Time","9"
"R",9,20150115,"R-A4.1","Data Missing","Early","Early","Early","0"
"R",9,20150115,"R-A3.1","Delayed","On Time","Early","Delayed","1"
"R",9,20150115,"R-A4.1","Delayed","Early","Early","Delayed","1"
"R",10,20150115,"R-A3.1","Delayed","On Time","On Time","Delayed","2"
"R",10,20150115,"R-A4.1","Delayed","Early","Early","Early","2"
"R",8,20150115,"R-A1.1","Delayed","Delayed","On Time","Delayed","3"
"R",10,20150115,"R-A3.1","Delayed","Early","Early","Early","3"
"R",11,20150115,"R-A4.1","Early","Early","Early","Early","3"
"R",8,20150115,"R-A1.1","On Time","Delayed","On Time","Delayed","4"
"R",11,20150115,"R-A3.1","Early","Delayed","On Time","Delayed","4"
"R",12,20150115,"R-A4.1","Delayed","On Time","Early","On Time","4"
"R",9,20150115,"R-A1.1","Delayed","Delayed","On Time","Delayed","5"
"R",12,20150115,"R-A3.1","Delayed","Delayed","Early","Delayed","5"
"R",12,20150115,"R-A4.1","Delayed","Early","Early","Early","5"
"R",10,20150115,"R-A1.1","Delayed","Delayed","On Time","Delayed","6"
"R",12,20150115,"R-A3.1","Delayed","On Time","On Time","Delayed","6"
"R",13,20150115,"R-A4.1","Delayed","Data Missing","On Time","Delayed","6"
"R",11,20150115,"R-A1.1","Delayed","Data Missing","Early","Delayed","7"
"R",13,20150115,"R-A3.1","Delayed","Delayed","On Time","Delayed","7"
"R",14,20150115,"R-A4.1","Delayed","Early","Early","Early","7"
"R",11,20150115,"R-A1.1","On Time","Delayed","On Time","Delayed","8"
"R",14,20150115,"R-A3.1","Delayed","On Time","Early","Delayed","8"
"R",15,20150115,"R-A4.1","Delayed","On Time","Early","Delayed","8"
"R",12,20150115,"R-A1.1","Delayed","On Time","Early","Early","9"
"R",15,20150115,"R-A3.1","Delayed","Delayed","On Time","Delayed","9"
"T",9,20150120,"T-A5.1","Data Missing","Delayed","On Time","Delayed","0"
"T",10,20150120,"T-A3.1","Delayed","On Time","Early","Delayed","1"
"T",9,20150120,"T-A4.1","On Time","Early","Early","Early","1"
"T",10,20150120,"T-A5.1","Delayed","On Time","Early","Delayed","1"
"T",10,20150120,"T-A3.1","Delayed","Early","Early","Early","2"
"T",9,20150120,"T-A4.1","Delayed","On Time","Early","Delayed","2"
"T",11,20150120,"T-A5.1","Delayed","Early","Early","On Time","2"
"T",8,20150120,"T-A1.1","On Time","Delayed","On Time","Delayed","3"
"T",11,20150120,"T-A3.1","Delayed","Delayed","On Time","Delayed","3"
"T",10,20150120,"T-A4.1","Delayed","Early","Early","Early","3"
"T",11,20150120,"T-A5.1","Delayed","Delayed","On Time","Delayed","3"
"T",8,20150120,"T-A1.1","Delayed","On Time","Early","On Time","4"
"T",12,20150120,"T-A3.1","Delayed","On Time","Early","Delayed","4"
"T",11,20150120,"T-A4.1","Early","Early","Early","Early","4"
"T",12,20150120,"T-A5.1","Delayed","Early","Early","Early","4"
"T",9,20150120,"T-A1.1","Delayed","Delayed","On Time","Delayed","5"
"T",12,20150120,"T-A3.1","Delayed","Delayed","On Time","Delayed","5"
"T",12,20150120,"T-A4.1","Delayed","Early","Early","On Time","5"
"T",13,20150120,"T-A5.1","Delayed","Delayed","Delayed","Delayed","5"
"T",10,20150120,"T-A1.1","Delayed","Delayed","On Time","Delayed","6"
"T",13,20150120,"T-A3.1","Delayed","On Time","Early","Delayed","6"
"T",12,20150120,"T-A4.1","Delayed","Early","Early","Early","6"
"T",13,20150120,"T-A5.1","Delayed","Early","Early","Early","6"
"T",11,20150120,"T-A1.1","Delayed","On Time","On Time","Delayed","7"
"T",14,20150120,"T-A3.1","Delayed","On Time","Early","Early","7"
"T",13,20150120,"T-A4.1","Delayed","On Time","Early","Delayed","7"
"T",14,20150120,"T-A5.1","Delayed","Delayed","On Time","Delayed","7"
"T",11,20150120,"T-A1.1","Delayed","Delayed","On Time","Delayed","8"
"T",15,20150120,"T-A3.1","Delayed","On Time","Early","Delayed","8"
"T",14,20150120,"T-A4.1","Delayed","Early","Early","Early","8"
"T",15,20150120,"T-A5.1","Delayed","On Time","Early","Delayed","8"
"T",12,20150120,"T-A1.1","Delayed","Delayed","Early","Early","9"
"T",15,20150120,"T-A4.1","Delayed","On Time","Early","Delayed","9"
"W",9,20150121,"W-A4.1","Data Missing","Early","Early","Early","0"
"W",9,20150121,"W-A3.1","Delayed","On Time","Early","Delayed","1"
"W",9,20150121,"W-A4.1","Delayed","Early","Early","Early","1"
"W",9,20150121,"W-A5.1","Early","On Time","Early","Delayed","1"
"W",8,20150121,"W-A1.1","Data Missing","Delayed","On Time","Delayed","2"
"W",10,20150121,"W-A3.1","Delayed","On Time","Early","Delayed","2"
"W",10,20150121,"W-A4.1","Delayed","On Time","Early","Early","2"
"W",10,20150121,"W-A5.1","Delayed","On Time","Early","Delayed","2"
"W",8,20150121,"W-A1.1","On Time","On Time","Early","Delayed","3"
"W",10,20150121,"W-A3.1","Delayed","On Time","Early","Early","3"
"W",11,20150121,"W-A4.1","On Time","On Time","Early","Delayed","3"
"W",11,20150121,"W-A5.1","Delayed","Early","Early","Early","3"
"W",9,20150121,"W-A1.1","Delayed","On Time","Early","On Time","4"
"W",11,20150121,"W-A3.1","Delayed","Delayed","On Time","Delayed","4"
"W",12,20150121,"W-A4.1","Delayed","Early","Early","Early","4"
"W",11,20150121,"W-A5.1","Delayed","On Time","Early","On Time","4"
"W",10,20150121,"W-A1.1","Delayed","On Time","Early","Delayed","5"
"W",12,20150121,"W-A3.1","Delayed","On Time","Early","Delayed","5"
"W",12,20150121,"W-A4.1","Delayed","On Time","Early","Delayed","5"
"W",12,20150121,"W-A5.1","Delayed","On Time","Early","Delayed","5"
"W",11,20150121,"W-A1.1","Delayed","On Time","Early","Delayed","6"
"W",12,20150121,"W-A3.1","Delayed","On Time","On Time","On Time","6"
"W",13,20150121,"W-A4.1","Delayed","Delayed","On Time","Delayed","6"
"W",13,20150121,"W-A5.1","Delayed","On Time","Early","Delayed","6"
"W",11,20150121,"W-A1.1","Delayed","Delayed","On Time","Delayed","7"
"W",13,20150121,"W-A3.1","Delayed","Delayed","On Time","Delayed","7"
"W",14,20150121,"W-A4.1","Delayed","Early","Early","Early","7"
"W",13,20150121,"W-A5.1","Delayed","Early","Early","Early","7"
"W",12,20150121,"W-A1.1","Delayed","On Time","Early","Delayed","8"
"W",14,20150121,"W-A3.1","Early","On Time","Early","Data Missing","8"
"W",15,20150121,"W-A4.1","Delayed","On Time","Early","Delayed","8"
"W",14,20150121,"W-A5.1","Delayed","Delayed","On Time","Delayed","8"
"W",15,20150121,"W-A3.1","Delayed","On Time","On Time","On Time","9"
"W",15,20150121,"W-A5.1","Delayed","Early","Early","Early","9"
"R",10,20150122,"R-A3.1","Delayed","Delayed","On Time","Delayed","1"
"R",9,20150122,"R-A5.1","On Time","Delayed","On Time","Delayed","1"
"R",10,20150122,"R-A3.1","Delayed","Early","Early","Early","2"
"R",10,20150122,"R-A5.1","Delayed","On Time","On Time","Delayed","2"
"R",8,20150122,"R-A1.1","Delayed","Delayed","On Time","Delayed","3"
"R",11,20150122,"R-A3.1","Delayed","Delayed","Delayed","Delayed","3"
"R",11,20150122,"R-A5.1","Delayed","Early","Early","On Time","3"
"R",8,20150122,"R-A1.1","Delayed","On Time","Early","Early","4"
"R",12,20150122,"R-A3.1","Early","On Time","Early","Early","4"
"R",11,20150122,"R-A5.1","Delayed","On Time","On Time","Delayed","4"
"R",9,20150122,"R-A1.1","Delayed","On Time","On Time","Delayed","5"
"R",12,20150122,"R-A3.1","Delayed","Delayed","On Time","Delayed","5"
"R",12,20150122,"R-A5.1","Delayed","Early","Early","Early","5"
"R",10,20150122,"R-A1.1","Delayed","On Time","On Time","Delayed","6"
"R",13,20150122,"R-A3.1","Delayed","Delayed","Delayed","Delayed","6"
"R",13,20150122,"R-A5.1","On Time","Delayed","Early","Delayed","6"
"R",14,20150122,"R-A3.1","Delayed","On Time","Early","Delayed","7"
"R",13,20150122,"R-A5.1","Delayed","Early","Early","Early","7"
"R",11,20150122,"R-A1.1","On Time","On Time","Early","Delayed","8"
"R",15,20150122,"R-A3.1","Delayed","Delayed","On Time","Delayed","8"
"R",14,20150122,"R-A5.1","Delayed","Early","Early","Delayed","8"
"R",12,20150122,"R-A1.1","On Time","Early","Early","Early","9"
"R",15,20150122,"R-A5.1","Delayed","Early","Early","On Time","9"
"M",9,20150126,"M-A4.1","Data Missing","Early","Early","On Time","0"
"M",8,20150126,"M-A1.1","On Time","Data Missing","Early","Delayed","1"
"M",9,20150126,"M-A3.1","Early","On Time","Early","Delayed","1"
"M",9,20150126,"M-A4.1","Delayed","On Time","Early","Delayed","1"
"M",9,20150126,"M-A1.1","Delayed","Early","Early","Early","2"
"M",10,20150126,"M-A3.1","On Time","Delayed","On Time","Delayed","2"
"M",10,20150126,"M-A4.1","Delayed","Early","Early","Early","2"
"M",10,20150126,"M-A1.1","Delayed","On Time","Data Missing","Delayed","3"
"M",10,20150126,"M-A3.1","Delayed","On Time","Early","Early","3"
"M",11,20150126,"M-A4.1","Early","Early","Early","On Time","3"
"M",11,20150126,"M-A1.1","Delayed","On Time","On Time","Delayed","4"
"M",11,20150126,"M-A3.1","Delayed","Delayed","On Time","Delayed","4"
"M",12,20150126,"M-A4.1","Delayed","Early","Early","On Time","4"
"M",11,20150126,"M-A1.1","Delayed","On Time","Early","Delayed","5"
"M",12,20150126,"M-A3.1","Delayed","Delayed","On Time","Delayed","5"
"M",12,20150126,"M-A4.1","Delayed","Early","Early","On Time","5"
"M",12,20150126,"M-A1.1","Delayed","On Time","Early","Delayed","6"
"M",12,20150126,"M-A3.1","Delayed","On Time","Early","On Time","6"
"M",13,20150126,"M-A4.1","Delayed","On Time","Early","Delayed","6"
"M",13,20150126,"M-A3.1","Delayed","On Time","On Time","Delayed","7"
"M",14,20150126,"M-A4.1","Delayed","Early","Early","Early","7"
"M",14,20150126,"M-A3.1","Delayed","On Time","Early","Delayed","8"
"M",15,20150126,"M-A4.1","Delayed","Early","Early","On Time","8"
"M",15,20150126,"M-A3.1","Delayed","Delayed","On Time","Delayed","9"
"T",9,20150127,"T-A3.1","Data Missing","On Time","Early","On Time","0"
"T",9,20150127,"T-A4.1","Data Missing","Early","Early","Early","0"
"T",10,20150127,"T-A3.1","Delayed","Delayed","On Time","Delayed","1"
"T",9,20150127,"T-A4.1","Delayed","On Time","Early","Delayed","1"
"T",9,20150127,"T-A5.1","On Time","On Time","On Time","Delayed","1"
"T",8,20150127,"T-A1.1","On Time","Delayed","On Time","Delayed","2"
"T",10,20150127,"T-A3.1","Delayed","On Time","Early","Early","2"
"T",10,20150127,"T-A4.1","Delayed","Early","Early","Early","2"
"T",10,20150127,"T-A5.1","On Time","Delayed","On Time","Delayed","2"
"T",8,20150127,"T-A1.1","Delayed","On Time","Early","On Time","3"
"T",11,20150127,"T-A3.1","Delayed","Delayed","On Time","Delayed","3"
"T",11,20150127,"T-A4.1","Early","Early","Early","On Time","3"
"T",11,20150127,"T-A5.1","Delayed","Early","Early","Early","3"
"T",9,20150127,"T-A1.1","Delayed","Delayed","On Time","Delayed","4"
"T",12,20150127,"T-A3.1","Delayed","Delayed","On Time","Delayed","4"
"T",12,20150127,"T-A4.1","Delayed","Early","Early","Early","4"
"T",11,20150127,"T-A5.1","Delayed","On Time","On Time","Delayed","4"
"T",10,20150127,"T-A1.1","Delayed","On Time","Early","Delayed","5"
"T",12,20150127,"T-A3.1","Delayed","Delayed","On Time","Delayed","5"
"T",12,20150127,"T-A4.1","Delayed","Early","Early","On Time","5"
"T",12,20150127,"T-A5.1","Delayed","Early","Early","Early","5"
"T",11,20150127,"T-A1.1","Delayed","On Time","Early","Delayed","6"
"T",13,20150127,"T-A3.1","Delayed","Delayed","On Time","Delayed","6"
"T",13,20150127,"T-A4.1","Delayed","On Time","On Time","Delayed","6"
"T",13,20150127,"T-A5.1","Delayed","Delayed","On Time","Delayed","6"
"T",11,20150127,"T-A1.1","On Time","Delayed","On Time","Delayed","7"
"T",14,20150127,"T-A3.1","Delayed","Delayed","On Time","Delayed","7"
"T",14,20150127,"T-A4.1","Delayed","Early","Early","Early","7"
"T",13,20150127,"T-A5.1","Delayed","On Time","Early","Early","7"
"T",12,20150127,"T-A1.1","Delayed","Early","Early","On Time","8"
"T",15,20150127,"T-A3.1","Delayed","Delayed","On Time","Delayed","8"
"T",15,20150127,"T-A4.1","Delayed","On Time","Early","Delayed","8"
"T",14,20150127,"T-A5.1","Delayed","On Time","Early","Delayed","8"
"T",15,20150127,"T-A5.1","Delayed","Early","Early","On Time","9"
"W",9,20150128,"W-A4.1","Data Missing","Early","Early","Early","0"
"W",10,20150128,"W-A3.1","Delayed","Delayed","On Time","Delayed","1"
"W",9,20150128,"W-A4.1","Delayed","Early","Early","Early","1"
"W",9,20150128,"W-A5.1","Early","On Time","Early","Delayed","1"
"W",8,20150128,"W-A1.1","Delayed","Delayed","On Time","Delayed","2"
"W",10,20150128,"W-A3.1","Delayed","Early","Early","Early","2"
"W",10,20150128,"W-A4.1","Delayed","Early","Early","Early","2"
"W",10,20150128,"W-A5.1","Delayed","Delayed","On Time","Delayed","2"
"W",8,20150128,"W-A1.1","Delayed","On Time","Early","Delayed","3"
"W",11,20150128,"W-A3.1","Delayed","Delayed","On Time","Delayed","3"
"W",11,20150128,"W-A4.1","Early","Early","Early","Early","3"
"W",11,20150128,"W-A5.1","Delayed","Early","Early","Early","3"
"W",9,20150128,"W-A1.1","Delayed","On Time","Early","On Time","4"
"W",12,20150128,"W-A3.1","Delayed","Delayed","On Time","Delayed","4"
"W",12,20150128,"W-A4.1","Delayed","Early","Early","On Time","4"
"W",11,20150128,"W-A5.1","Delayed","Early","Early","Early","4"
"W",10,20150128,"W-A1.1","Delayed","Delayed","On Time","Delayed","5"
"W",12,20150128,"W-A3.1","Delayed","On Time","Early","Delayed","5"
"W",12,20150128,"W-A4.1","Delayed","Early","Early","Delayed","5"
"W",12,20150128,"W-A5.1","Delayed","On Time","Early","Delayed","5"
"W",11,20150128,"W-A1.1","Delayed","On Time","Early","Delayed","6"
"W",13,20150128,"W-A3.1","Delayed","Delayed","Delayed","Delayed","6"
"W",13,20150128,"W-A4.1","Delayed","On Time","On Time","Delayed","6"
"W",13,20150128,"W-A5.1","Delayed","Early","Early","On Time","6"
"W",11,20150128,"W-A1.1","On Time","On Time","Early","Delayed","7"
"W",14,20150128,"W-A3.1","Delayed","On Time","Early","Data Missing","7"
"W",14,20150128,"W-A4.1","Delayed","Early","Early","Early","7"
"W",13,20150128,"W-A5.1","Delayed","Early","Early","Early","7"
"W",12,20150128,"W-A1.1","Delayed","On Time","Early","Delayed","8"
"W",15,20150128,"W-A5.1","Delayed","Early","Early","On Time","9"
"R",10,20150129,"R-A3.1","Delayed","Delayed","On Time","Delayed","1"
"R",9,20150129,"R-A4.1","On Time","Early","Early","Early","1"
"R",10,20150129,"R-A5.1","Early","On Time","Early","Delayed","1"
"R",10,20150129,"R-A3.1","Delayed","On Time","Early","Early","2"
"R",9,20150129,"R-A4.1","Delayed","On Time","Early","Delayed","2"
"R",11,20150129,"R-A5.1","Delayed","Early","Early","Early","2"
"R",8,20150129,"R-A1.1","Early","On Time","On Time","Delayed","3"
"R",11,20150129,"R-A3.1","Delayed","Delayed","On Time","Delayed","3"
"R",10,20150129,"R-A4.1","Delayed","Early","Early","Early","3"
"R",11,20150129,"R-A5.1","Early","On Time","Early","Delayed","3"
"R",8,20150129,"R-A1.1","Delayed","On Time","Early","Delayed","4"
"R",12,20150129,"R-A3.1","Delayed","On Time","On Time","Delayed","4"
"R",11,20150129,"R-A4.1","Early","Early","Early","Early","4"
"R",12,20150129,"R-A5.1","Delayed","Early","Early","Early","4"
"R",9,20150129,"R-A1.1","Delayed","Delayed","On Time","Delayed","5"
"R",12,20150129,"R-A3.1","Delayed","Delayed","On Time","Delayed","5"
"R",12,20150129,"R-A4.1","Delayed","On Time","Early","On Time","5"
"R",13,20150129,"R-A5.1","Delayed","On Time","Early","Delayed","5"
"R",10,20150129,"R-A1.1","Delayed","Delayed","On Time","Delayed","6"
"R",13,20150129,"R-A3.1","Delayed","Delayed","Delayed","Delayed","6"
"R",12,20150129,"R-A4.1","Delayed","Early","Early","Early","6"
"R",13,20150129,"R-A5.1","Delayed","Early","Early","Early","6"
"R",11,20150129,"R-A1.1","Delayed","On Time","Early","Delayed","7"
"R",14,20150129,"R-A3.1","Delayed","On Time","Early","Delayed","7"
"R",13,20150129,"R-A4.1","Delayed","On Time","On Time","Delayed","7"
"R",14,20150129,"R-A5.1","Delayed","Delayed","On Time","Delayed","7"
"R",11,20150129,"R-A1.1","Delayed","Delayed","On Time","Delayed","8"
"R",15,20150129,"R-A3.1","Delayed","Delayed","On Time","Delayed","8"
"R",14,20150129,"R-A4.1","Delayed","Early","Early","Early","8"
"R",15,20150129,"R-A5.1","Delayed","Early","Early","Early","8"
"R",12,20150129,"R-A1.1","Delayed","Early","Early","Early","9"
"R",15,20150129,"R-A4.1","Delayed","On Time","Early","Delayed","9"
"M",9,20150202,"M-A3.1","Delayed","On Time","Early","Delayed","1"
"M",9,20150202,"M-A4.1","Early","Early","Early","Early","1"
"M",9,20150202,"M-A5.1","Early","On Time","Early","Delayed","1"
"M",8,20150202,"M-A1.1","Delayed","Delayed","On Time","Delayed","2"
"M",10,20150202,"M-A3.1","Delayed","Delayed","On Time","Delayed","2"
"M",9,20150202,"M-A4.1","Delayed","On Time","Early","Delayed","2"
"M",10,20150202,"M-A5.1","On Time","On Time","Early","Delayed","2"
"M",8,20150202,"M-A1.1","On Time","On Time","Early","Delayed","3"
"M",10,20150202,"M-A3.1","Delayed","Early","Early","Early","3"
"M",10,20150202,"M-A4.1","Delayed","Early","Early","Early","3"
"M",11,20150202,"M-A5.1","Delayed","Early","Early","Early","3"
"M",9,20150202,"M-A1.1","Delayed","Early","Early","Early","4"
"M",11,20150202,"M-A3.1","Delayed","Delayed","Delayed","Delayed","4"
"M",11,20150202,"M-A4.1","Delayed","On Time","On Time","Delayed","4"
"M",11,20150202,"M-A5.1","Delayed","Early","Early","Early","4"
"M",10,20150202,"M-A1.1","Delayed","Delayed","Delayed","Delayed","5"
"M",12,20150202,"M-A3.1","Delayed","Delayed","On Time","Delayed","5"
"M",12,20150202,"M-A4.1","Early","Early","Early","Early","5"
"M",12,20150202,"M-A5.1","Delayed","Early","Early","On Time","5"
"M",11,20150202,"M-A1.1","Delayed","On Time","On Time","Delayed","6"
"M",12,20150202,"M-A3.1","Delayed","On Time","Early","Early","6"
"M",12,20150202,"M-A4.1","Delayed","Early","Early","On Time","6"
"M",13,20150202,"M-A5.1","Delayed","On Time","On Time","Delayed","6"
"M",11,20150202,"M-A1.1","Data Missing","On Time","Early","Early","7"
"M",13,20150202,"M-A3.1","Delayed","Delayed","Delayed","Delayed","7"
"M",13,20150202,"M-A4.1","Delayed","Delayed","On Time","Delayed","7"
"M",13,20150202,"M-A5.1","Delayed","Early","Early","Early","7"
"M",12,20150202,"M-A1.1","Delayed","On Time","On Time","Delayed","8"
"M",14,20150202,"M-A3.1","Delayed","Delayed","On Time","Delayed","8"
"M",14,20150202,"M-A4.1","Delayed","Early","Early","Early","8"
"M",14,20150202,"M-A5.1","Delayed","On Time","Early","Delayed","8"
"M",15,20150202,"M-A3.1","Delayed","On Time","On Time","On Time","9"
"M",15,20150202,"M-A5.1","Delayed","Early","Early","On Time","9"
"T",9,20150203,"T-A5.1","Data Missing","Delayed","On Time","Delayed","0"
"T",10,20150203,"T-A3.1","On Time","Delayed","On Time","Delayed","1"
"T",9,20150203,"T-A4.1","On Time","Early","Early","Early","1"
"T",10,20150203,"T-A5.1","On Time","Delayed","On Time","Delayed","1"
"T",10,20150203,"T-A3.1","Delayed","On Time","Early","Early","2"
"T",9,20150203,"T-A4.1","Delayed","On Time","Early","Delayed","2"
"T",11,20150203,"T-A5.1","Delayed","Early","Early","On Time","2"
"T",8,20150203,"T-A1.1","Delayed","Delayed","On Time","Delayed","3"
"T",11,20150203,"T-A3.1","Delayed","Delayed","Delayed","Delayed","3"
"T",10,20150203,"T-A4.1","Delayed","Early","Early","Early","3"
"T",11,20150203,"T-A5.1","Delayed","Early","Early","Early","3"
"T",8,20150203,"T-A1.1","Delayed","On Time","On Time","Delayed","4"
"T",12,20150203,"T-A3.1","Delayed","Delayed","On Time","Delayed","4"
"T",11,20150203,"T-A4.1","Early","Early","Early","Early","4"
"T",12,20150203,"T-A5.1","Early","Early","Early","Early","4"
"T",9,20150203,"T-A1.1","Delayed","On Time","On Time","Delayed","5"
"T",12,20150203,"T-A3.1","Delayed","Delayed","On Time","Delayed","5"
"T",12,20150203,"T-A4.1","Delayed","On Time","Early","Delayed","5"
"T",13,20150203,"T-A5.1","Early","On Time","On Time","Delayed","5"
"T",10,20150203,"T-A1.1","Delayed","Delayed","On Time","Delayed","6"
"T",13,20150203,"T-A3.1","Delayed","Delayed","On Time","Delayed","6"
"T",12,20150203,"T-A4.1","Delayed","Early","Early","On Time","6"
"T",13,20150203,"T-A5.1","Early","Early","Early","Early","6"
"T",11,20150203,"T-A1.1","Delayed","Delayed","On Time","Delayed","7"
"T",14,20150203,"T-A3.1","Delayed","On Time","Early","Delayed","7"
"T",13,20150203,"T-A4.1","Delayed","On Time","On Time","Delayed","7"
"T",14,20150203,"T-A5.1","Delayed","On Time","Early","Delayed","7"
"T",11,20150203,"T-A1.1","Delayed","On Time","On Time","Delayed","8"
"T",15,20150203,"T-A3.1","Delayed","On Time","On Time","Delayed","8"
"T",14,20150203,"T-A4.1","Delayed","Early","Early","Early","8"
"T",15,20150203,"T-A5.1","Delayed","Early","Early","Early","8"
"T",12,20150203,"T-A1.1","Delayed","Early","Early","Early","9"
"T",15,20150203,"T-A4.1","Delayed","On Time","Early","Delayed","9"
"W",10,20150204,"W-A3.1","On Time","Delayed","On Time","Delayed","1"
"W",9,20150204,"W-A4.1","Early","Early","Early","On Time","1"
"W",9,20150204,"W-A5.1","Early","Early","Early","Delayed","1"
"W",10,20150204,"W-A3.1","Delayed","On Time","Early","Early","2"
"W",9,20150204,"W-A4.1","Delayed","Early","Early","On Time","2"
"W",10,20150204,"W-A5.1","Delayed","On Time","On Time","Delayed","2"
"W",8,20150204,"W-A1.1","On Time","Delayed","On Time","Delayed","3"
"W",11,20150204,"W-A3.1","Delayed","Delayed","Delayed","Delayed","3"
"W",10,20150204,"W-A4.1","Delayed","Early","Early","Early","3"
"W",11,20150204,"W-A5.1","Delayed","Early","Early","Early","3"
"W",8,20150204,"W-A1.1","On Time","On Time","Early","Delayed","4"
"W",12,20150204,"W-A3.1","Delayed","Delayed","On Time","Delayed","4"
